learning_rate,mean_return_mean,mean_return_std,iae_mean_mol_m3_mean,iae_mean_mol_m3_std,settling_time_mean_s_mean,settling_time_mean_s_std,peak_abs_error_mol_m3_mean,peak_abs_error_mol_m3_std,steady_error_std_mol_m3_mean,steady_error_std_mol_m3_std,action_variation_normalized_mean,action_variation_normalized_std,mean_rank,recommended
5e-05,-4.093913768310261,1.022982968168824,0.7758523186322522,0.1985838452031264,16.805555555555554,9.161063944356714,2.386289819315786,0.16936758776492566,0.054086778475187815,0.00755660147464366,0.02067075347958374,0.003340415278339007,3.8333333333333335,False
0.0001,-4.043863014407589,0.8634228930192178,0.7509817772735795,0.10645947835688749,16.28333333333333,4.90110531751087,2.4914965821001522,0.2723287288065557,0.07951344627935414,0.05070907253011633,0.024964101217976223,0.005244681822000822,4.0,False
0.0003,-2.1824111204358427,0.2542881932048766,0.5404731524171346,0.03179595361688145,8.255555555555556,2.8174226467412327,2.0888871427358797,0.046434446793167605,0.0654223162226714,0.0019067449685323458,0.027415812242119763,0.00204134626456374,3.1666666666666665,False
0.001,-1.892590007818919,0.71886010778524,0.4790245588854753,0.030292747073226108,5.033333333333334,1.4178426491602578,1.926542358409564,0.39013940179738416,0.05376009291931547,0.021290701891942612,0.04394668505246085,0.018453568200806885,1.8333333333333333,True
0.003,-2.0687489503816807,0.9168895592532869,0.49547055067036866,0.08952332160342716,7.033333333333334,2.9911443369460535,1.8062626944010178,0.7548065873846356,0.04080219090188071,0.0031737751932153432,0.050518984820901426,0.01869459407910714,2.1666666666666665,False
